City,Date,NO2,CO,SO2
Thiruvananthapuram,2018-10-17,7.11,1.02,5.91
Thiruvananthapuram,2018-10-18,4.4,0.84,5.69
Thiruvananthapuram,2018-10-19,4.3,0.97,6.48
Thiruvananthapuram,2018-10-20,6.48,1.01,5.7
Thiruvananthapuram,2018-10-21,3.84,0.8,5.49
Thiruvananthapuram,2018-10-22,8.11,1.05,6.15
Thiruvananthapuram,2018-10-23,4.94,0.86,5.12
Thiruvananthapuram,2018-10-24,8.79,1.25,5.1
Thiruvananthapuram,2018-10-25,7.7,1.31,5.23
Thiruvananthapuram,2018-10-26,8.97,1.49,6.05
Thiruvananthapuram,2018-10-27,10.84,1.46,6.45
Thiruvananthapuram,2018-10-28,5.95,1.15,6.36
Thiruvananthapuram,2018-10-29,4.42,1.2,5.75
Thiruvananthapuram,2018-10-30,3.88,1.21,5.84
Thiruvananthapuram,2018-10-31,4.02,1.09,5.96
Thiruvananthapuram,2018-11-01,5.92,1.19,5.16
Thiruvananthapuram,2018-11-02,11.63,1.44,5.56
Thiruvananthapuram,2018-11-03,9.86,1.13,5.2
Thiruvananthapuram,2018-11-04,6.96,1.34,10.4
Thiruvananthapuram,2018-11-05,8.5,1.4,7.32
Thiruvananthapuram,2018-11-06,6.02,1.22,6.5
Thiruvananthapuram,2018-11-07,10.97,1.39,7.09
Thiruvananthapuram,2018-11-08,13.16,1.72,6.52
Thiruvananthapuram,2018-11-09,7.95,1.5,6.32
Thiruvananthapuram,2018-11-10,6.01,1.41,11.07
Thiruvananthapuram,2018-11-11,3.33,1.2,4.37
Thiruvananthapuram,2018-11-12,5.14,1.19,15.51
Thiruvananthapuram,2018-11-13,5.85,1.19,4.1
Thiruvananthapuram,2018-11-14,5.51,1.28,5.6
Thiruvananthapuram,2018-11-15,5.26,1.37,6.12
Thiruvananthapuram,2018-11-16,5.39,1.12,3.56
Thiruvananthapuram,2018-11-17,8.59,1.29,4.48
Thiruvananthapuram,2018-11-18,3.31,1.24,5.66
Thiruvananthapuram,2018-11-19,4.72,1.23,15.55
Thiruvananthapuram,2018-11-20,7.13,1.24,7.98
Thiruvananthapuram,2018-11-21,6.98,1.21,4.72
Thiruvananthapuram,2018-11-22,4.82,1.3,6.1
Thiruvananthapuram,2018-11-23,4.23,1.18,11.65
Thiruvananthapuram,2018-11-24,5.88,1.25,6.56
Thiruvananthapuram,2018-11-25,3.54,1.2,5.53
Thiruvananthapuram,2018-11-26,8.74,1.5,14.75
Thiruvananthapuram,2018-11-27,10.58,1.56,8.29
Thiruvananthapuram,2018-11-28,10.82,1.74,17.86
Thiruvananthapuram,2018-11-29,8.95,1.81,8.86
Thiruvananthapuram,2018-11-30,8.63,1.8,11.58
Thiruvananthapuram,2018-12-01,7.98,1.96,18.65
Thiruvananthapuram,2018-12-02,7.27,1.65,14.93
Thiruvananthapuram,2018-12-03,6.21,1.61,8.44
Thiruvananthapuram,2018-12-04,7.21,2.03,5.31
Thiruvananthapuram,2018-12-05,8.22,1.95,8.6
Thiruvananthapuram,2018-12-06,6.63,1.76,5.11
Thiruvananthapuram,2018-12-07,5.67,1.73,4.07
Thiruvananthapuram,2018-12-08,6.54,1.79,20.81
Thiruvananthapuram,2018-12-09,6.67,1.9,7.57
Thiruvananthapuram,2018-12-10,8.33,2.07,2.92
Thiruvananthapuram,2018-12-11,5.51,2.21,8.49
Thiruvananthapuram,2018-12-12,5.58,2.11,4.18
Thiruvananthapuram,2018-12-13,4.51,2.11,4.45
Thiruvananthapuram,2018-12-14,3.67,2.1,9
Thiruvananthapuram,2018-12-15,6.35,2.39,12.14
Thiruvananthapuram,2018-12-16,8.25,2.32,12.18
Thiruvananthapuram,2018-12-17,14.95,2.06,9.89
Thiruvananthapuram,2018-12-18,13.72,2.37,9.98
Thiruvananthapuram,2018-12-19,7.98,2.94,23.73
Thiruvananthapuram,2018-12-20,9.16,2.53,16.99
Thiruvananthapuram,2018-12-21,8.28,2.77,25.33
Thiruvananthapuram,2018-12-22,9.4,2.91,24.59
Thiruvananthapuram,2018-12-23,5.38,2.49,16.17
Thiruvananthapuram,2018-12-24,9.47,2.91,18.5
Thiruvananthapuram,2018-12-25,5.04,2.55,9.51
Thiruvananthapuram,2018-12-26,7.27,2.42,11.66
Thiruvananthapuram,2018-12-27,6.9,2.85,17.07
Thiruvananthapuram,2018-12-28,6.35,4.85,34.23
Thiruvananthapuram,2018-12-29,7.55,5.59,18.01
Thiruvananthapuram,2018-12-30,6.65,5.48,13.9
Thiruvananthapuram,2018-12-31,11.29,4.56,15.98
Thiruvananthapuram,2019-01-01,9.53,4.61,13.1
Thiruvananthapuram,2019-01-02,9.89,0.08,13.63
Thiruvananthapuram,2019-01-03,6.94,0.06,20.06
Thiruvananthapuram,2019-01-04,11.76,0.05,22.19
Thiruvananthapuram,2019-01-05,11.03,0.05,30.99
Thiruvananthapuram,2019-01-06,7.67,0,30.89
Thiruvananthapuram,2019-01-07,10.35,0.03,25.64
Thiruvananthapuram,2019-01-08,6.73,0.07,20.32
Thiruvananthapuram,2019-01-09,6.56,0.03,23.45
Thiruvananthapuram,2019-01-10,9.73,0,17.98
Thiruvananthapuram,2019-01-11,8.32,0,35.33
Thiruvananthapuram,2019-01-12,8.46,0,15.31
Thiruvananthapuram,2019-01-13,6.38,0,24.64
Thiruvananthapuram,2019-01-14,10.3,0,22.15
Thiruvananthapuram,2019-01-15,8.18,0.01,19.25
Thiruvananthapuram,2019-01-16,10.76,0,21.95
Thiruvananthapuram,2019-01-17,9.23,0,17.06
Thiruvananthapuram,2019-01-18,13.28,0.06,15.24
Thiruvananthapuram,2019-01-19,9.91,0.02,22.8
Thiruvananthapuram,2019-01-20,10.97,0.36,20.22
Thiruvananthapuram,2019-01-21,17.3,1.11,13.38
Thiruvananthapuram,2019-01-22,14.36,0.93,10.14
Thiruvananthapuram,2019-01-23,12.85,0.87,7.48
Thiruvananthapuram,2019-01-24,11.71,0.95,8.5
Thiruvananthapuram,2019-01-25,10.75,0.97,6.37
Thiruvananthapuram,2019-01-26,8.6,0.81,5.02
Thiruvananthapuram,2019-01-27,5.78,0.6,2.44
Thiruvananthapuram,2019-01-28,7.31,0.71,4.7
Thiruvananthapuram,2019-01-29,7.12,0.69,4.24
Thiruvananthapuram,2019-01-30,8.55,0.76,4.75
Thiruvananthapuram,2019-01-31,8.46,0.69,8.99
Thiruvananthapuram,2019-02-01,8.31,0.68,8.87
Thiruvananthapuram,2019-02-02,9.97,0.84,7.74
Thiruvananthapuram,2019-02-03,6.61,0.67,4.04
Thiruvananthapuram,2019-02-04,10.87,0.92,7.43
Thiruvananthapuram,2019-02-05,10.77,0.93,4.78
Thiruvananthapuram,2019-02-06,8.61,0.85,2.12
Thiruvananthapuram,2019-02-07,8.5,0.75,7.82
Thiruvananthapuram,2019-02-08,9.75,0.89,7.24
Thiruvananthapuram,2019-02-09,7.65,0.81,5.03
Thiruvananthapuram,2019-02-10,8.72,0.78,16.43
Thiruvananthapuram,2019-02-11,9.33,0.85,5.14
Thiruvananthapuram,2019-02-12,10.87,0.86,1.96
Thiruvananthapuram,2019-02-13,11,0.86,2.77
Thiruvananthapuram,2019-02-14,9.2,0.84,5.15
Thiruvananthapuram,2019-02-15,8.54,0.84,6.64
Thiruvananthapuram,2019-02-16,6.59,0.73,7.9
Thiruvananthapuram,2019-02-17,5.37,0.67,2.44
Thiruvananthapuram,2019-02-18,6.46,0.66,2.23
Thiruvananthapuram,2019-02-19,5.33,0.67,1.86
Thiruvananthapuram,2019-02-20,5.28,0.67,6.33
Thiruvananthapuram,2019-02-21,6.19,0.59,6.93
Thiruvananthapuram,2019-02-22,7.86,0.68,5.78
Thiruvananthapuram,2019-02-23,6.58,0.55,3.81
Thiruvananthapuram,2019-02-24,6.03,0.56,3.62
Thiruvananthapuram,2019-02-25,7.22,0.69,5.49
Thiruvananthapuram,2019-02-26,5.93,0.65,3.18
Thiruvananthapuram,2019-02-27,5.64,0.63,2.09
Thiruvananthapuram,2019-02-28,5.82,0.67,2.03
Thiruvananthapuram,2019-03-01,5.44,0.58,4.06
Thiruvananthapuram,2019-03-02,6.55,0.74,3.83
Thiruvananthapuram,2019-03-03,4.7,0.64,3.72
Thiruvananthapuram,2019-03-04,5.6,0.76,5.66
Thiruvananthapuram,2019-03-05,4.75,0.62,1.49
Thiruvananthapuram,2019-03-06,4.76,0.57,1.92
Thiruvananthapuram,2019-03-07,5.66,0.65,5.76
Thiruvananthapuram,2019-03-08,6.05,0.68,5.13
Thiruvananthapuram,2019-03-09,4.32,0.65,1.27
Thiruvananthapuram,2019-03-10,4.95,0.66,4.36
Thiruvananthapuram,2019-03-11,5.95,0.75,9.61
Thiruvananthapuram,2019-03-12,5.46,0.66,3.83
Thiruvananthapuram,2019-03-13,8.47,0.83,4.84
Thiruvananthapuram,2019-03-14,5.53,0.74,3.08
Thiruvananthapuram,2019-03-15,8.76,0.86,4.17
Thiruvananthapuram,2019-03-16,7.15,0.83,5.28
Thiruvananthapuram,2019-03-17,5.94,0.81,4.1
Thiruvananthapuram,2019-03-18,6.12,0.83,6.37
Thiruvananthapuram,2019-03-19,7.64,0.89,7.03
Thiruvananthapuram,2019-03-20,7.05,0.89,7.4
Thiruvananthapuram,2019-03-21,6.56,0.85,7.34
Thiruvananthapuram,2019-03-22,6.83,0.86,4.13
Thiruvananthapuram,2019-03-23,5.21,0.8,2.66
Thiruvananthapuram,2019-03-24,4.06,0.7,2.74
Thiruvananthapuram,2019-03-25,6.34,0.86,2.6
Thiruvananthapuram,2019-03-26,4.85,0.72,3.36
Thiruvananthapuram,2019-03-27,5.81,0.57,3.37
Thiruvananthapuram,2019-03-28,6.38,0.81,2.35
Thiruvananthapuram,2019-03-29,5.16,0.72,1.99
Thiruvananthapuram,2019-03-30,4.84,0.84,1.17
Thiruvananthapuram,2019-03-31,3.35,0.75,1.55
Thiruvananthapuram,2019-04-01,4.18,0.82,1.44
Thiruvananthapuram,2019-04-02,4.98,0.77,1.58
Thiruvananthapuram,2019-04-03,4.95,0.74,2.69
Thiruvananthapuram,2019-04-04,5.51,0.79,1.84
Thiruvananthapuram,2019-04-05,6.03,0.74,5.9
Thiruvananthapuram,2019-04-06,5.6,0.76,1.01
Thiruvananthapuram,2019-04-07,3.86,0.63,1.28
Thiruvananthapuram,2019-04-08,4.31,0.7,2.87
Thiruvananthapuram,2019-04-09,4.12,0.84,1.95
Thiruvananthapuram,2019-04-10,4.54,0.89,1.98
Thiruvananthapuram,2019-04-11,3.83,0.85,1.15
Thiruvananthapuram,2019-04-12,4.4,0.86,1.13
Thiruvananthapuram,2019-04-13,5.62,0.86,1.02
Thiruvananthapuram,2019-04-14,5.77,0.91,2.54
Thiruvananthapuram,2019-04-15,5.62,0.88,2.66
Thiruvananthapuram,2019-04-16,7.6,1.01,1.8
Thiruvananthapuram,2019-04-17,6.93,0.94,1.79
Thiruvananthapuram,2019-04-18,6.31,0.88,0.64
Thiruvananthapuram,2019-04-19,5.74,0.96,0.63
Thiruvananthapuram,2019-04-20,5.4,0.97,1.39
Thiruvananthapuram,2019-04-21,5.51,0.94,1.2
Thiruvananthapuram,2019-04-22,5.2,0.95,1.41
Thiruvananthapuram,2019-04-23,5.06,0.72,1.59
Thiruvananthapuram,2019-04-24,6.53,0.93,2.48
Thiruvananthapuram,2019-04-25,6.67,0.82,4.42
Thiruvananthapuram,2019-04-26,5.21,0.89,2.4
Thiruvananthapuram,2019-04-27,8.44,1.04,0.78
Thiruvananthapuram,2019-04-28,4.8,0.98,3.05
Thiruvananthapuram,2019-04-29,5.78,0.89,2.75
Thiruvananthapuram,2019-04-30,6.15,1.03,2.96
Thiruvananthapuram,2019-05-01,4.25,0.93,2.37
Thiruvananthapuram,2019-05-02,4.94,1.09,3.95
Thiruvananthapuram,2019-05-03,6.93,1.02,2.85
Thiruvananthapuram,2019-05-04,5.31,0.88,3.69
Thiruvananthapuram,2019-05-05,3.39,0.8,3.27
Thiruvananthapuram,2019-05-06,5.26,1.04,3.35
Thiruvananthapuram,2019-05-07,3.87,1.02,3.25
Thiruvananthapuram,2019-05-08,4.36,0.98,2.34
Thiruvananthapuram,2019-05-09,5.45,0.84,2.03
Thiruvananthapuram,2019-05-10,5.88,0.87,2.32
Thiruvananthapuram,2019-05-11,5.04,0.82,1.81
Thiruvananthapuram,2019-05-12,4.43,0.78,2.31
Thiruvananthapuram,2019-05-13,3.33,0.87,1.96
Thiruvananthapuram,2019-05-14,4.64,0.95,1.44
Thiruvananthapuram,2019-05-15,4.66,1.31,3.05
Thiruvananthapuram,2019-05-16,3.65,2.44,4.11
Thiruvananthapuram,2019-05-17,4.94,3.31,4.11
Thiruvananthapuram,2019-05-18,3.56,2.02,3.04
Thiruvananthapuram,2019-05-19,4.06,0.64,6.34
Thiruvananthapuram,2019-05-20,6.66,0.81,3.95
Thiruvananthapuram,2019-05-21,5.52,0.72,4.4
Thiruvananthapuram,2019-05-22,6.85,0.68,3.89
Thiruvananthapuram,2019-05-23,4.18,0.67,5.65
Thiruvananthapuram,2019-05-24,5.71,0.38,5.51
Thiruvananthapuram,2019-05-25,12.1,0.64,2.22
Thiruvananthapuram,2019-05-26,4.36,0.5,1.25
Thiruvananthapuram,2019-05-27,4.78,0.55,1.47
Thiruvananthapuram,2019-05-28,4.62,0.54,2.62
Thiruvananthapuram,2019-05-29,3.13,0.55,2.02
Thiruvananthapuram,2019-05-30,4.33,0.68,0.83
Thiruvananthapuram,2019-05-31,4.67,0.62,1.22
Thiruvananthapuram,2019-06-01,2.76,0.62,2.22
Thiruvananthapuram,2019-06-02,2.43,0.46,1.6
Thiruvananthapuram,2019-06-03,4.86,0.76,1.58
Thiruvananthapuram,2019-06-04,4.09,0.65,1.38
Thiruvananthapuram,2019-06-05,3.46,0.59,1.02
Thiruvananthapuram,2019-06-06,5.01,0.77,2.91
Thiruvananthapuram,2019-06-07,4.5,0.74,1.74
Thiruvananthapuram,2019-06-08,4.26,0.71,1.44
Thiruvananthapuram,2019-06-09,3.12,0.56,2.03
Thiruvananthapuram,2019-06-10,4.48,0.55,2.22
Thiruvananthapuram,2019-06-11,,,
Thiruvananthapuram,2019-06-12,,,
Thiruvananthapuram,2019-06-13,,,
Thiruvananthapuram,2019-06-14,,,
Thiruvananthapuram,2019-06-15,,,
Thiruvananthapuram,2019-06-16,,,
Thiruvananthapuram,2019-06-17,,,
Thiruvananthapuram,2019-06-18,2.57,0,4.81
Thiruvananthapuram,2019-06-19,2.21,0.08,1.77
Thiruvananthapuram,2019-06-20,1.35,0.43,2.28
Thiruvananthapuram,2019-06-21,1.58,0.48,2.38
Thiruvananthapuram,2019-06-22,2.07,0.81,1.64
Thiruvananthapuram,2019-06-23,1.5,0.47,3.02
Thiruvananthapuram,2019-06-24,1.88,0.67,2.45
Thiruvananthapuram,2019-06-25,1.89,0.65,1.21
Thiruvananthapuram,2019-06-26,2.15,0.65,2.4
Thiruvananthapuram,2019-06-27,2.32,0.63,0.65
Thiruvananthapuram,2019-06-28,2.24,0.58,0.95
Thiruvananthapuram,2019-06-29,3.08,0.68,2.32
Thiruvananthapuram,2019-06-30,2.69,0.6,2.39
Thiruvananthapuram,2019-07-01,2.32,0.77,0.94
Thiruvananthapuram,2019-07-02,3.27,0.79,1.68
Thiruvananthapuram,2019-07-03,3.29,0.82,0.65
Thiruvananthapuram,2019-07-04,3.63,0.63,1.64
Thiruvananthapuram,2019-07-05,3.32,0.81,1.87
Thiruvananthapuram,2019-07-06,3.42,0.78,1.69
Thiruvananthapuram,2019-07-07,2.83,0.55,1.6
Thiruvananthapuram,2019-07-08,2.21,0.62,1.26
Thiruvananthapuram,2019-07-09,3.69,0.64,1.34
Thiruvananthapuram,2019-07-10,4.49,0.68,0.41
Thiruvananthapuram,2019-07-11,6.3,0.82,0.96
Thiruvananthapuram,2019-07-12,5.22,0.77,1.54
Thiruvananthapuram,2019-07-13,3.62,0.64,0.97
Thiruvananthapuram,2019-07-14,2.95,0.57,1.66
Thiruvananthapuram,2019-07-15,3.48,0.61,1.31
Thiruvananthapuram,2019-07-16,3.86,0.64,0.77
Thiruvananthapuram,2019-07-17,4.25,0.73,1.97
Thiruvananthapuram,2019-07-18,3.55,0.56,0.9
Thiruvananthapuram,2019-07-19,3.88,0.42,1.96
Thiruvananthapuram,2019-07-20,3.01,0.33,0.86
Thiruvananthapuram,2019-07-21,2.19,0.42,0.71
Thiruvananthapuram,2019-07-22,3.24,0.57,1.03
Thiruvananthapuram,2019-07-23,3.39,0.56,0.89
Thiruvananthapuram,2019-07-24,3.99,0.7,1.33
Thiruvananthapuram,2019-07-25,3.92,0.77,1.1
Thiruvananthapuram,2019-07-26,4.98,0.88,2.38
Thiruvananthapuram,2019-07-27,5,0.96,0.68
Thiruvananthapuram,2019-07-28,3.32,0.92,0.42
Thiruvananthapuram,2019-07-29,3.99,1.12,1.3
Thiruvananthapuram,2019-07-30,3.76,1.67,1.23
Thiruvananthapuram,2019-07-31,2.88,2.74,1.5
Thiruvananthapuram,2019-08-01,3.61,0.68,0.44
Thiruvananthapuram,2019-08-02,3.85,0.77,1.72
Thiruvananthapuram,2019-08-03,3.9,0.83,0.59
Thiruvananthapuram,2019-08-04,2.71,0.65,1.09
Thiruvananthapuram,2019-08-05,2.87,0.67,1.07
Thiruvananthapuram,2019-08-06,2.93,0.68,1.87
Thiruvananthapuram,2019-08-07,3.28,0.68,1.32
Thiruvananthapuram,2019-08-08,3.81,0.68,1.93
Thiruvananthapuram,2019-08-09,4.02,0.72,1.89
Thiruvananthapuram,2019-08-10,3.29,0.51,0.71
Thiruvananthapuram,2019-08-11,2.34,0.39,0.89
Thiruvananthapuram,2019-08-12,2.29,0.45,0.94
Thiruvananthapuram,2019-08-13,3.85,0.59,2.11
Thiruvananthapuram,2019-08-14,3.94,0.63,1.13
Thiruvananthapuram,2019-08-15,3.66,0.6,2.15
Thiruvananthapuram,2019-08-16,3.35,0.63,0.95
Thiruvananthapuram,2019-08-17,5.03,0.81,1.17
Thiruvananthapuram,2019-08-18,3.74,0.72,0.55
Thiruvananthapuram,2019-08-19,4.98,0.74,1.43
Thiruvananthapuram,2019-08-20,4.17,0.72,1.08
Thiruvananthapuram,2019-08-21,3.64,0.67,1.36
Thiruvananthapuram,2019-08-22,4.01,0.7,0.73
Thiruvananthapuram,2019-08-23,3.03,0.63,1.57
Thiruvananthapuram,2019-08-24,3.65,0.64,1.79
Thiruvananthapuram,2019-08-25,3.12,0.59,1.36
Thiruvananthapuram,2019-08-26,3.35,0.71,2.02
Thiruvananthapuram,2019-08-27,3.98,0.7,1.65
Thiruvananthapuram,2019-08-28,3.75,0.7,1.05
Thiruvananthapuram,2019-08-29,3.61,0.67,1.29
Thiruvananthapuram,2019-08-30,3.96,0.72,1.23
Thiruvananthapuram,2019-08-31,3.86,0.66,1.34
Thiruvananthapuram,2019-09-01,2.97,0.68,1.38
Thiruvananthapuram,2019-09-02,3.51,0.81,1.03
Thiruvananthapuram,2019-09-03,3.32,0.84,1.21
Thiruvananthapuram,2019-09-04,3.68,0.77,0.99
Thiruvananthapuram,2019-09-05,3.52,0.81,0.61
Thiruvananthapuram,2019-09-06,3.35,0.78,1.81
Thiruvananthapuram,2019-09-07,4.12,0.82,2.75
Thiruvananthapuram,2019-09-08,3.08,0.77,1.04
Thiruvananthapuram,2019-09-09,2.7,0.8,1.22
Thiruvananthapuram,2019-09-10,2.66,0.7,1.33
Thiruvananthapuram,2019-09-11,1.42,0.67,0.58
Thiruvananthapuram,2019-09-12,3.78,0.92,0.96
Thiruvananthapuram,2019-09-13,3.3,0.73,1.25
Thiruvananthapuram,2019-09-14,3.17,0.77,1.01
Thiruvananthapuram,2019-09-15,3.34,0.8,0.63
Thiruvananthapuram,2019-09-16,3.66,0.87,0.89
Thiruvananthapuram,2019-09-17,4.01,0.94,0.82
Thiruvananthapuram,2019-09-18,3.57,0.85,1.09
Thiruvananthapuram,2019-09-19,3.64,0.93,1.81
Thiruvananthapuram,2019-09-20,3.44,0.88,1
Thiruvananthapuram,2019-09-21,3.01,0.82,1.52
Thiruvananthapuram,2019-09-22,3.16,0.84,1.12
Thiruvananthapuram,2019-09-23,2.99,0.99,1.13
Thiruvananthapuram,2019-09-24,3.09,1.13,2.08
Thiruvananthapuram,2019-09-25,4.03,1.07,1.85
Thiruvananthapuram,2019-09-26,4.22,1.24,1.98
Thiruvananthapuram,2019-09-27,4.81,1.08,0.89
Thiruvananthapuram,2019-09-28,3.63,1.01,0.64
Thiruvananthapuram,2019-09-29,3.57,1.33,0.94
Thiruvananthapuram,2019-09-30,3.72,3.04,1.31
Thiruvananthapuram,2019-10-01,4.45,1.58,0.78
Thiruvananthapuram,2019-10-02,3.69,0.89,1.17
Thiruvananthapuram,2019-10-03,4.29,0.97,0.51
Thiruvananthapuram,2019-10-04,4.26,0.9,0.75
Thiruvananthapuram,2019-10-05,3,0.85,1.42
Thiruvananthapuram,2019-10-06,3.25,0.75,1.79
Thiruvananthapuram,2019-10-07,3.18,0.74,1.21
Thiruvananthapuram,2019-10-08,3.36,0.7,0.89
Thiruvananthapuram,2019-10-09,4.8,0.9,1.73
Thiruvananthapuram,2019-10-10,4.23,0.84,0.95
Thiruvananthapuram,2019-10-11,4.47,0.9,2.16
Thiruvananthapuram,2019-10-12,4.36,0.97,1.38
Thiruvananthapuram,2019-10-13,2.97,0.75,1.55
Thiruvananthapuram,2019-10-14,4.47,0.95,1.04
Thiruvananthapuram,2019-10-15,4.47,1.09,0.92
Thiruvananthapuram,2019-10-16,4.57,1.07,1.93
Thiruvananthapuram,2019-10-17,4.52,0.91,1.25
Thiruvananthapuram,2019-10-18,3.85,0.94,1.18
Thiruvananthapuram,2019-10-19,3.87,0.96,0.95
Thiruvananthapuram,2019-10-20,3.4,0.81,0.68
Thiruvananthapuram,2019-10-21,3.28,0.81,1.21
Thiruvananthapuram,2019-10-22,3.44,0.81,1.72
Thiruvananthapuram,2019-10-23,4.11,0.91,1.43
Thiruvananthapuram,2019-10-24,3.58,1.16,2.18
Thiruvananthapuram,2019-10-25,3.14,1,0.73
Thiruvananthapuram,2019-10-26,2.34,0.84,1.29
Thiruvananthapuram,2019-10-27,2.52,0.85,1.58
Thiruvananthapuram,2019-10-28,3.14,1.13,1.47
Thiruvananthapuram,2019-10-29,2.43,1.02,1.11
Thiruvananthapuram,2019-10-30,2.55,0.76,0.97
Thiruvananthapuram,2019-10-31,2.88,0.82,1.07
Thiruvananthapuram,2019-11-01,4.03,1.03,2.54
Thiruvananthapuram,2019-11-02,3.87,1.04,5.44
Thiruvananthapuram,2019-11-03,2.6,0.95,9.18
Thiruvananthapuram,2019-11-04,2.92,0.92,9.53
Thiruvananthapuram,2019-11-05,3.85,1.09,10.17
Thiruvananthapuram,2019-11-06,3.98,1.1,9.44
Thiruvananthapuram,2019-11-07,3.18,0.95,9.01
Thiruvananthapuram,2019-11-08,3.47,1.08,8.21
Thiruvananthapuram,2019-11-09,2.51,1.01,9.28
Thiruvananthapuram,2019-11-10,2.16,1.02,8.68
Thiruvananthapuram,2019-11-11,3.25,1.12,9.43
Thiruvananthapuram,2019-11-12,4.56,1.26,8.44
Thiruvananthapuram,2019-11-13,5.78,1.83,10.05
Thiruvananthapuram,2019-11-14,5.87,3.71,9.64
Thiruvananthapuram,2019-11-15,4.16,2.03,9.71
Thiruvananthapuram,2019-11-16,3.55,4.11,9.91
Thiruvananthapuram,2019-11-17,2.59,0.83,7.1
Thiruvananthapuram,2019-11-18,4.45,1.06,7.93
Thiruvananthapuram,2019-11-19,14.47,1.08,8.84
Thiruvananthapuram,2019-11-20,17.41,1.01,9.3
Thiruvananthapuram,2019-11-21,21.11,1.09,9.27
Thiruvananthapuram,2019-11-22,21.44,1.12,9.61
Thiruvananthapuram,2019-11-23,23.24,1.5,8.61
Thiruvananthapuram,2019-11-24,18.38,1.13,9.27
Thiruvananthapuram,2019-11-25,20.14,1.24,8.56
Thiruvananthapuram,2019-11-26,26.13,1.32,9.23
Thiruvananthapuram,2019-11-27,24.52,1.3,9.93
Thiruvananthapuram,2019-11-28,21.22,1.2,8.17
Thiruvananthapuram,2019-11-29,21.72,1.29,8.76
Thiruvananthapuram,2019-11-30,20.93,1.1,7.86
Thiruvananthapuram,2019-12-01,9.46,0.8,7.79
Thiruvananthapuram,2019-12-02,16.98,1.12,8.27
Thiruvananthapuram,2019-12-03,24.3,1.63,9.56
Thiruvananthapuram,2019-12-04,23.43,1.47,8.54
Thiruvananthapuram,2019-12-05,17.64,1.2,8.2
Thiruvananthapuram,2019-12-06,18.07,1.14,8.98
Thiruvananthapuram,2019-12-07,21.04,1.34,9.09
Thiruvananthapuram,2019-12-08,14.82,1.16,8.48
Thiruvananthapuram,2019-12-09,24.86,1.33,9.68
Thiruvananthapuram,2019-12-10,23.66,1.33,9.46
Thiruvananthapuram,2019-12-11,24.62,1.4,9.49
Thiruvananthapuram,2019-12-12,23.7,1.4,9.24
Thiruvananthapuram,2019-12-13,21.3,1.44,9.56
Thiruvananthapuram,2019-12-14,14.27,1.3,8.33
Thiruvananthapuram,2019-12-15,21.04,1.47,8.9
Thiruvananthapuram,2019-12-16,26.23,1.56,11.62
Thiruvananthapuram,2019-12-17,12.41,1.2,7.76
Thiruvananthapuram,2019-12-18,30.54,1.49,11.15
Thiruvananthapuram,2019-12-19,22.06,1.39,10.05
Thiruvananthapuram,2019-12-20,24.17,1.56,9.48
Thiruvananthapuram,2019-12-21,24.07,1.58,10.2
Thiruvananthapuram,2019-12-22,21.6,1.53,9.74
Thiruvananthapuram,2019-12-23,23.69,1.66,9.65
Thiruvananthapuram,2019-12-24,29.92,1.94,9.43
Thiruvananthapuram,2019-12-25,16.66,1.56,9.57
Thiruvananthapuram,2019-12-26,16.21,1.59,9.48
Thiruvananthapuram,2019-12-27,24.75,1.89,9.29
Thiruvananthapuram,2019-12-28,29.29,1.63,8.58
Thiruvananthapuram,2019-12-29,27.49,2.26,9.3
Thiruvananthapuram,2019-12-30,27.32,1.94,8.64
Thiruvananthapuram,2019-12-31,26.8,1.49,9.03
Thiruvananthapuram,2020-01-01,23.08,1.41,10.15
Thiruvananthapuram,2020-01-02,21.04,0.96,8.78
Thiruvananthapuram,2020-01-03,24.75,0.76,8.87
Thiruvananthapuram,2020-01-04,19.58,0.92,7.68
Thiruvananthapuram,2020-01-05,17.5,0.85,8.36
Thiruvananthapuram,2020-01-06,27.71,1.12,9.65
Thiruvananthapuram,2020-01-07,30.16,1.12,9.47
Thiruvananthapuram,2020-01-08,15.99,0.84,7.55
Thiruvananthapuram,2020-01-09,23.64,0.99,8.15
Thiruvananthapuram,2020-01-10,24.85,1.06,8.58
Thiruvananthapuram,2020-01-11,30,1.01,9.89
Thiruvananthapuram,2020-01-12,22.22,0.82,10.6
Thiruvananthapuram,2020-01-13,26.77,0.97,9.13
Thiruvananthapuram,2020-01-14,26.54,0.91,8.56
Thiruvananthapuram,2020-01-15,25.43,1.06,8.77
Thiruvananthapuram,2020-01-16,27.92,0.97,8.71
Thiruvananthapuram,2020-01-17,24.09,0.95,8.61
Thiruvananthapuram,2020-01-18,24.82,0.88,9.17
Thiruvananthapuram,2020-01-19,23.12,0.94,8.79
Thiruvananthapuram,2020-01-20,24.67,1.15,7.65
Thiruvananthapuram,2020-01-21,22.73,1.04,8.05
Thiruvananthapuram,2020-01-22,22.81,0.99,8.46
Thiruvananthapuram,2020-01-23,23.56,1.06,8.76
Thiruvananthapuram,2020-01-24,21.07,1.06,7.8
Thiruvananthapuram,2020-01-25,22.96,1.03,7.75
Thiruvananthapuram,2020-01-26,17.18,0.85,8.42
Thiruvananthapuram,2020-01-27,20,0.87,9.13
Thiruvananthapuram,2020-01-28,22.43,0.97,8.24
