City,Date,NO2,CO,SO2
Ahmedabad,2016-08-18,9.49,6.39,16.15
Ahmedabad,2016-08-19,12.1,6.08,12.29
Ahmedabad,2016-08-20,14.19,12,16.32
Ahmedabad,2016-08-21,15.52,10.91,16.16
Ahmedabad,2016-08-22,13.23,8.82,24.81
Ahmedabad,2016-08-23,10.29,7.42,12.24
Ahmedabad,2016-08-24,9.94,8.91,21.48
Ahmedabad,2016-08-25,12.22,9.15,17.68
Ahmedabad,2016-08-26,9.75,10.05,16.66
Ahmedabad,2016-08-27,8.67,10.51,21.2
Ahmedabad,2016-08-28,8.75,9.72,17.27
Ahmedabad,2016-08-29,9.23,10.79,19.62
Ahmedabad,2016-08-30,9.3,10.08,17.77
Ahmedabad,2016-08-31,7.39,10.47,17.62
Ahmedabad,2016-09-01,7.86,9.36,17.58
Ahmedabad,2016-09-02,8.39,9.63,16.95
Ahmedabad,2016-09-03,8.14,9.38,16.72
Ahmedabad,2016-09-04,7.07,9.59,17.76
Ahmedabad,2016-09-05,7.82,10.14,17.93
Ahmedabad,2016-09-06,7.14,10.17,18.76
Ahmedabad,2016-09-07,7.15,10.7,16.32
Ahmedabad,2016-09-08,8.65,9.91,19.29
Ahmedabad,2016-09-09,9.2,9.75,19.07
Ahmedabad,2016-09-10,7.84,9.5,16.87
Ahmedabad,2016-09-11,7.02,7.3,15.49
Ahmedabad,2016-09-12,9.55,9.52,14.48
Ahmedabad,2016-09-13,10.68,10.07,18.22
Ahmedabad,2016-09-14,12.86,11.17,17.75
Ahmedabad,2016-09-15,11.99,13.68,18.36
Ahmedabad,2016-09-16,12.54,10.01,18.85
Ahmedabad,2016-09-17,8.67,9.75,15.82
Ahmedabad,2016-09-18,,,
Ahmedabad,2016-09-19,,,
Ahmedabad,2016-09-20,,,
Ahmedabad,2016-09-21,9.74,10.17,14.36
Ahmedabad,2016-09-22,10.1,12.67,16.95
Ahmedabad,2016-09-23,9.31,11.31,19.61
Ahmedabad,2016-09-24,6.77,9.8,19.37
Ahmedabad,2016-09-25,5.46,9.66,18.59
Ahmedabad,2016-09-26,5.73,9.82,18.28
Ahmedabad,2016-09-27,5.56,9.5,15.28
Ahmedabad,2016-09-28,5.7,10.63,17.44
Ahmedabad,2016-09-29,6.59,10.36,17.85
Ahmedabad,2016-09-30,7.04,10.2,18.46
Ahmedabad,2016-10-01,6.34,12.02,17.38
Ahmedabad,2016-10-02,9.77,10.75,18.03
Ahmedabad,2016-10-03,9.47,11.23,17.61
Ahmedabad,2016-10-04,,,
Ahmedabad,2016-10-05,7.43,16.49,18.79
Ahmedabad,2016-10-06,6.35,14.78,19.31
Ahmedabad,2016-10-07,7.59,14.48,7.63
Ahmedabad,2016-10-08,9.72,13.2,6.74
Ahmedabad,2016-10-09,6.39,11.74,9.97
Ahmedabad,2016-10-10,7.1,11.25,12.49
Ahmedabad,2016-10-11,5.04,10.91,13.29
Ahmedabad,2016-10-12,6.55,11.07,9.61
Ahmedabad,2016-10-13,9.01,11.09,18.51
Ahmedabad,2016-10-14,16.9,10.27,66.98
Ahmedabad,2016-10-15,19.69,16.66,61.24
Ahmedabad,2016-10-16,16.95,20.67,49.8
Ahmedabad,2016-10-17,19.3,18.56,15.83
Ahmedabad,2016-10-18,13.98,10.15,18.17
Ahmedabad,2016-10-19,10.61,7.8,19.72
Ahmedabad,2016-10-20,11.07,12.23,26.31
Ahmedabad,2016-10-21,10.22,9.38,30.72
Ahmedabad,2016-10-22,10.8,9.03,26.45
Ahmedabad,2016-10-23,9.04,6.95,28.44
Ahmedabad,2016-10-24,8.37,7.04,40
Ahmedabad,2016-10-25,9.14,7.31,28.08
Ahmedabad,2016-10-26,13.21,11.05,60.04
Ahmedabad,2016-10-27,16.36,18.84,24.52
Ahmedabad,2016-10-28,18.38,19.66,46.6
Ahmedabad,2016-10-29,25.41,29.49,49.33
Ahmedabad,2016-10-30,18.2,26.06,23.81
Ahmedabad,2016-10-31,15.28,16.39,33.31
Ahmedabad,2016-11-01,13.35,12.95,19.34
Ahmedabad,2016-11-02,14.79,11.74,16.14
Ahmedabad,2016-11-03,12.7,10.97,16.78
Ahmedabad,2016-11-04,12.78,7.51,66.19
Ahmedabad,2016-11-05,,,
Ahmedabad,2016-11-06,,,
Ahmedabad,2016-11-07,,,
Ahmedabad,2016-11-08,,,
Ahmedabad,2016-11-09,,,
Ahmedabad,2016-11-10,,,
Ahmedabad,2016-11-11,,,
Ahmedabad,2016-11-12,,,
Ahmedabad,2016-11-13,,,
Ahmedabad,2016-11-14,,,
Ahmedabad,2016-11-15,,,
Ahmedabad,2016-11-16,,,
Ahmedabad,2016-11-17,,,
Ahmedabad,2016-11-18,,,
Ahmedabad,2016-11-19,,,
Ahmedabad,2016-11-20,,,
Ahmedabad,2016-11-21,,,
Ahmedabad,2016-11-22,,,
Ahmedabad,2016-11-23,,,
Ahmedabad,2016-11-24,,,
Ahmedabad,2016-11-25,,,
Ahmedabad,2016-11-26,,,
Ahmedabad,2016-11-27,,,
Ahmedabad,2016-11-28,,,
Ahmedabad,2016-11-29,,,
Ahmedabad,2016-11-30,,,
Ahmedabad,2016-12-01,,,
Ahmedabad,2016-12-02,,,
Ahmedabad,2016-12-03,,,
Ahmedabad,2016-12-04,,,
Ahmedabad,2016-12-05,,,
Ahmedabad,2016-12-06,,,
Ahmedabad,2016-12-07,,,
Ahmedabad,2016-12-08,,,
Ahmedabad,2016-12-09,,,
Ahmedabad,2016-12-10,,,
Ahmedabad,2016-12-11,,,
Ahmedabad,2016-12-12,,,
Ahmedabad,2016-12-13,,,
Ahmedabad,2016-12-14,,,
Ahmedabad,2016-12-15,,,
Ahmedabad,2016-12-16,,,
Ahmedabad,2016-12-17,,,
Ahmedabad,2016-12-18,,,
Ahmedabad,2016-12-19,,,
Ahmedabad,2016-12-20,,,
Ahmedabad,2016-12-21,,,
Ahmedabad,2016-12-22,,,
Ahmedabad,2016-12-23,,,
Ahmedabad,2016-12-24,,,
Ahmedabad,2016-12-25,,,
Ahmedabad,2016-12-26,,,
Ahmedabad,2016-12-27,,,
Ahmedabad,2016-12-28,,,
Ahmedabad,2016-12-29,,,
Ahmedabad,2016-12-30,,,
Ahmedabad,2016-12-31,,,
Ahmedabad,2017-01-01,,,
Ahmedabad,2017-01-02,,,
Ahmedabad,2017-01-03,,,
Ahmedabad,2017-01-04,,,
Ahmedabad,2017-01-05,,,
Ahmedabad,2017-01-06,,,
Ahmedabad,2017-01-07,,,
Ahmedabad,2017-01-08,,,
Ahmedabad,2017-01-09,,,
Ahmedabad,2017-01-10,,,
Ahmedabad,2017-01-11,,,
Ahmedabad,2017-01-12,,,
Ahmedabad,2017-01-13,,,
Ahmedabad,2017-01-14,,,
Ahmedabad,2017-01-15,,,
Ahmedabad,2017-01-16,,,
Ahmedabad,2017-01-17,,,
Ahmedabad,2017-01-18,,,
Ahmedabad,2017-01-19,,,
Ahmedabad,2017-01-20,,,
Ahmedabad,2017-01-21,,,
Ahmedabad,2017-01-22,,,
Ahmedabad,2017-01-23,,,
Ahmedabad,2017-01-24,,,
Ahmedabad,2017-01-25,,,
Ahmedabad,2017-01-26,,,
Ahmedabad,2017-01-27,,,
Ahmedabad,2017-01-28,,,
Ahmedabad,2017-01-29,,,
Ahmedabad,2017-01-30,,,
Ahmedabad,2017-01-31,,,
Ahmedabad,2017-02-01,,,
Ahmedabad,2017-02-02,,,
Ahmedabad,2017-02-03,,,
Ahmedabad,2017-02-04,,,
Ahmedabad,2017-02-05,,,
Ahmedabad,2017-02-06,,,
Ahmedabad,2017-02-07,,,
Ahmedabad,2017-02-08,,,
Ahmedabad,2017-02-09,,,
Ahmedabad,2017-02-10,,,
Ahmedabad,2017-02-11,,,
Ahmedabad,2017-02-12,,,
Ahmedabad,2017-02-13,,,
Ahmedabad,2017-02-14,,,
Ahmedabad,2017-02-15,,,
Ahmedabad,2017-02-16,,,
Ahmedabad,2017-02-17,,,
Ahmedabad,2017-02-18,,,
Ahmedabad,2017-02-19,,,
Ahmedabad,2017-02-20,,,
Ahmedabad,2017-02-21,,,
Ahmedabad,2017-02-22,,,
Ahmedabad,2017-02-23,,,
Ahmedabad,2017-02-24,,,
Ahmedabad,2017-02-25,,,
Ahmedabad,2017-02-26,,,
Ahmedabad,2017-02-27,,,
Ahmedabad,2017-02-28,,,
Ahmedabad,2017-03-01,,,
Ahmedabad,2017-03-02,,,
Ahmedabad,2017-03-03,,,
Ahmedabad,2017-03-04,,,
Ahmedabad,2017-03-05,,,
Ahmedabad,2017-03-06,,,
Ahmedabad,2017-03-07,,,
Ahmedabad,2017-03-08,,,
Ahmedabad,2017-03-09,,,
Ahmedabad,2017-03-10,,,
Ahmedabad,2017-03-11,,,
Ahmedabad,2017-03-12,,,
Ahmedabad,2017-03-13,,,
Ahmedabad,2017-03-14,,,
Ahmedabad,2017-03-15,,,
Ahmedabad,2017-03-16,,,
Ahmedabad,2017-03-17,,,
Ahmedabad,2017-03-18,,,
Ahmedabad,2017-03-19,,,
Ahmedabad,2017-03-20,,,
Ahmedabad,2017-03-21,,,
Ahmedabad,2017-03-22,,,
Ahmedabad,2017-03-23,,,
Ahmedabad,2017-03-24,,,
Ahmedabad,2017-03-25,,,
Ahmedabad,2017-03-26,,,
Ahmedabad,2017-03-27,,,
Ahmedabad,2017-03-28,,,
Ahmedabad,2017-03-29,,,
Ahmedabad,2017-03-30,,,
Ahmedabad,2017-03-31,,,
Ahmedabad,2017-04-01,,,
Ahmedabad,2017-04-02,,,
Ahmedabad,2017-04-03,,,
Ahmedabad,2017-04-04,,,
Ahmedabad,2017-04-05,,,
Ahmedabad,2017-04-06,,,
Ahmedabad,2017-04-07,,,
Ahmedabad,2017-04-08,,,
Ahmedabad,2017-04-09,,,
Ahmedabad,2017-04-10,,,
Ahmedabad,2017-04-11,,,
Ahmedabad,2017-04-12,,,
Ahmedabad,2017-04-13,,,
Ahmedabad,2017-04-14,,,
Ahmedabad,2017-04-15,,,
Ahmedabad,2017-04-16,,,
Ahmedabad,2017-04-17,,,
Ahmedabad,2017-04-18,,,
Ahmedabad,2017-04-19,,,
Ahmedabad,2017-04-20,,,
Ahmedabad,2017-04-21,,,
Ahmedabad,2017-04-22,,,
Ahmedabad,2017-04-23,,,
Ahmedabad,2017-04-24,,,
Ahmedabad,2017-04-25,,,
Ahmedabad,2017-04-26,,,
Ahmedabad,2017-04-27,,,
Ahmedabad,2017-04-28,,,
Ahmedabad,2017-04-29,,,
Ahmedabad,2017-04-30,,,
Ahmedabad,2017-05-01,,,
Ahmedabad,2017-05-02,,,
Ahmedabad,2017-05-03,,,
Ahmedabad,2017-05-04,,,
Ahmedabad,2017-05-05,,,
Ahmedabad,2017-05-06,,,
Ahmedabad,2017-05-07,,,
Ahmedabad,2017-05-08,,,
Ahmedabad,2017-05-09,,,
Ahmedabad,2017-05-10,,,
Ahmedabad,2017-05-11,,,
Ahmedabad,2017-05-12,,,
Ahmedabad,2017-05-13,,,
Ahmedabad,2017-05-14,,,
Ahmedabad,2017-05-15,,,
Ahmedabad,2017-05-16,,,
Ahmedabad,2017-05-17,,,
Ahmedabad,2017-05-18,,,
Ahmedabad,2017-05-19,,,
Ahmedabad,2017-05-20,,,
Ahmedabad,2017-05-21,,,
Ahmedabad,2017-05-22,,,
Ahmedabad,2017-05-23,,,
Ahmedabad,2017-05-24,,,
Ahmedabad,2017-05-25,,,
Ahmedabad,2017-05-26,,,
Ahmedabad,2017-05-27,,,
Ahmedabad,2017-05-28,,,
Ahmedabad,2017-05-29,,,
Ahmedabad,2017-05-30,,,
Ahmedabad,2017-05-31,,,
Ahmedabad,2017-06-01,,,
Ahmedabad,2017-06-02,,,
Ahmedabad,2017-06-03,,,
Ahmedabad,2017-06-04,,,
Ahmedabad,2017-06-05,,,
Ahmedabad,2017-06-06,,,
Ahmedabad,2017-06-07,,,
Ahmedabad,2017-06-08,,,
Ahmedabad,2017-06-09,,,
Ahmedabad,2017-06-10,,,
Ahmedabad,2017-06-11,,,
Ahmedabad,2017-06-12,,,
Ahmedabad,2017-06-13,,,
Ahmedabad,2017-06-14,,,
Ahmedabad,2017-06-15,,,
Ahmedabad,2017-06-16,,,
Ahmedabad,2017-06-17,,,
Ahmedabad,2017-06-18,,,
Ahmedabad,2017-06-19,,,
Ahmedabad,2017-06-20,,,
Ahmedabad,2017-06-21,,,
Ahmedabad,2017-06-22,,,
Ahmedabad,2017-06-23,,,
Ahmedabad,2017-06-24,,,
Ahmedabad,2017-06-25,,,
Ahmedabad,2017-06-26,,,
Ahmedabad,2017-06-27,,,
Ahmedabad,2017-06-28,,,
Ahmedabad,2017-06-29,,,
Ahmedabad,2017-06-30,,,
Ahmedabad,2017-07-01,,,
Ahmedabad,2017-07-02,,,
Ahmedabad,2017-07-03,,,
Ahmedabad,2017-07-04,,,
Ahmedabad,2017-07-05,,,
Ahmedabad,2017-07-06,,,
Ahmedabad,2017-07-07,,,
Ahmedabad,2017-07-08,,,
Ahmedabad,2017-07-09,,,
Ahmedabad,2017-07-10,,,
Ahmedabad,2017-07-11,,,
Ahmedabad,2017-07-12,,,
Ahmedabad,2017-07-13,,,
Ahmedabad,2017-07-14,,,
Ahmedabad,2017-07-15,,,
Ahmedabad,2017-07-16,,,
Ahmedabad,2017-07-17,,,
Ahmedabad,2017-07-18,,,
Ahmedabad,2017-07-19,,,
Ahmedabad,2017-07-20,,,
Ahmedabad,2017-07-21,,,
Ahmedabad,2017-07-22,,,
Ahmedabad,2017-07-23,,,
Ahmedabad,2017-07-24,,,
Ahmedabad,2017-07-25,,,
Ahmedabad,2017-07-26,,,
Ahmedabad,2017-07-27,,,
Ahmedabad,2017-07-28,,,
Ahmedabad,2017-07-29,,,
Ahmedabad,2017-07-30,,,
Ahmedabad,2017-07-31,,,
Ahmedabad,2017-08-01,,,
Ahmedabad,2017-08-02,,,
Ahmedabad,2017-08-03,,,
Ahmedabad,2017-08-04,,,
Ahmedabad,2017-08-05,,,
Ahmedabad,2017-08-06,,,
Ahmedabad,2017-08-07,,,
Ahmedabad,2017-08-08,,,
Ahmedabad,2017-08-09,,,
Ahmedabad,2017-08-10,,,
Ahmedabad,2017-08-11,,,
Ahmedabad,2017-08-12,,,
Ahmedabad,2017-08-13,,,
Ahmedabad,2017-08-14,,,
Ahmedabad,2017-08-15,,,
Ahmedabad,2017-08-16,,,
Ahmedabad,2017-08-17,,,
Ahmedabad,2017-08-18,,,
Ahmedabad,2017-08-19,,,
Ahmedabad,2017-08-20,,,
Ahmedabad,2017-08-21,,,
Ahmedabad,2017-08-22,,,
Ahmedabad,2017-08-23,,,
Ahmedabad,2017-08-24,,,
Ahmedabad,2017-08-25,,,
Ahmedabad,2017-08-26,,,
Ahmedabad,2017-08-27,,,
Ahmedabad,2017-08-28,,,
Ahmedabad,2017-08-29,,,
Ahmedabad,2017-08-30,,,
Ahmedabad,2017-08-31,,,
Ahmedabad,2017-09-01,,,
Ahmedabad,2017-09-02,,,
Ahmedabad,2017-09-03,,,
Ahmedabad,2017-09-04,,,
Ahmedabad,2017-09-05,,,
Ahmedabad,2017-09-06,,,
Ahmedabad,2017-09-07,,,
Ahmedabad,2017-09-08,,,
Ahmedabad,2017-09-09,,,
Ahmedabad,2017-09-10,,,
Ahmedabad,2017-09-11,,,
Ahmedabad,2017-09-12,,,
Ahmedabad,2017-09-13,,,
Ahmedabad,2017-09-14,,,
Ahmedabad,2017-09-15,,,
Ahmedabad,2017-09-16,,,
Ahmedabad,2017-09-17,,,
Ahmedabad,2017-09-18,,,
Ahmedabad,2017-09-19,,,
Ahmedabad,2017-09-20,,,
Ahmedabad,2017-09-21,,,
Ahmedabad,2017-09-22,,,
Ahmedabad,2017-09-23,,,
Ahmedabad,2017-09-24,,,
Ahmedabad,2017-09-25,,,
Ahmedabad,2017-09-26,,,
Ahmedabad,2017-09-27,,,
Ahmedabad,2017-09-28,,,
Ahmedabad,2017-09-29,,,
Ahmedabad,2017-09-30,,,
Ahmedabad,2017-10-01,,,
Ahmedabad,2017-10-02,,,
Ahmedabad,2017-10-03,,,
Ahmedabad,2017-10-04,,,
Ahmedabad,2017-10-05,,,
Ahmedabad,2017-10-06,,,
Ahmedabad,2017-10-07,,,
Ahmedabad,2017-10-08,,,
Ahmedabad,2017-10-09,,,
Ahmedabad,2017-10-10,,,
Ahmedabad,2017-10-11,,,
Ahmedabad,2017-10-12,,,
Ahmedabad,2017-10-13,,,
Ahmedabad,2017-10-14,,,
Ahmedabad,2017-10-15,,,
Ahmedabad,2017-10-16,,,
Ahmedabad,2017-10-17,,,
Ahmedabad,2017-10-18,,,
Ahmedabad,2017-10-19,,,
Ahmedabad,2017-10-20,,,
Ahmedabad,2017-10-21,,,
Ahmedabad,2017-10-22,,,
Ahmedabad,2017-10-23,,,
Ahmedabad,2017-10-24,,,
Ahmedabad,2017-10-25,28.34,175.81,62.62
Ahmedabad,2017-10-26,36.61,104.94,43.78
Ahmedabad,2017-10-27,51.06,70.84,61.91
Ahmedabad,2017-10-28,46.94,71.28,47.05
Ahmedabad,2017-10-29,53.13,55.17,47.28
Ahmedabad,2017-10-30,,,
Ahmedabad,2017-10-31,25.16,3.96,28.73
Ahmedabad,2017-11-01,,,
Ahmedabad,2017-11-02,,,
Ahmedabad,2017-11-03,67.28,24.81,67.31
Ahmedabad,2017-11-04,95.73,16.58,104.29
Ahmedabad,2017-11-05,82.3,17.91,101.88
Ahmedabad,2017-11-06,82.94,36.74,90.76
Ahmedabad,2017-11-07,108.74,42.99,106.41
Ahmedabad,2017-11-08,105.75,62.88,127.84
Ahmedabad,2017-11-09,119.82,38.8,131.99
Ahmedabad,2017-11-10,105.07,48.64,111.22
Ahmedabad,2017-11-11,106.82,51.7,113.03
Ahmedabad,2017-11-12,99.02,47.15,130.27
Ahmedabad,2017-11-13,98.11,98.33,110.08
Ahmedabad,2017-11-14,146.18,118.02,160.06
Ahmedabad,2017-11-15,29.79,45.88,113.64
Ahmedabad,2017-11-16,31.48,5.06,124.92
Ahmedabad,2017-11-17,73.39,5.85,132.05
Ahmedabad,2017-11-18,76.05,6.11,130.2
Ahmedabad,2017-11-19,73.33,10.23,99.05
Ahmedabad,2017-11-20,73.41,6.84,81.21
Ahmedabad,2017-11-21,81.11,15.17,112.56
Ahmedabad,2017-11-22,84.06,15.07,102.74
Ahmedabad,2017-11-23,88.07,24,118.4
Ahmedabad,2017-11-24,102.15,45.76,143.12
Ahmedabad,2017-11-25,111.94,37.88,140.1
Ahmedabad,2017-11-26,109.21,55.69,117.82
Ahmedabad,2017-11-27,102.93,69.71,122.74
Ahmedabad,2017-11-28,117.71,55.08,123.22
Ahmedabad,2017-11-29,106.33,14.63,113.88
Ahmedabad,2017-11-30,94.66,40.22,104.74
Ahmedabad,2017-12-01,98.09,30.39,107.36
Ahmedabad,2017-12-02,71.52,6.14,103.62
Ahmedabad,2017-12-03,61.64,5.49,88.67
Ahmedabad,2017-12-04,61.38,5.78,85.69
Ahmedabad,2017-12-05,55.07,5.9,58.91
Ahmedabad,2017-12-06,32.13,5.46,31.81
Ahmedabad,2017-12-07,57.73,7.19,45.02
Ahmedabad,2017-12-08,62.02,5.58,74.08
Ahmedabad,2017-12-09,72.14,5.9,114.3
Ahmedabad,2017-12-10,77.12,26.28,98.31
Ahmedabad,2017-12-11,56.52,28.06,115.96
Ahmedabad,2017-12-12,65.44,15.98,86.58
Ahmedabad,2017-12-13,88.83,20.79,112.57
Ahmedabad,2017-12-14,81.65,11.42,116.77
Ahmedabad,2017-12-15,76.2,7.54,105.41
Ahmedabad,2017-12-16,61.41,6.33,102.44
Ahmedabad,2017-12-17,45.55,5.7,99.74
Ahmedabad,2017-12-18,62.16,7.16,98.89
Ahmedabad,2017-12-19,88.65,17.88,109.76
Ahmedabad,2017-12-20,72.18,8.72,102.25
Ahmedabad,2017-12-21,73.92,7.78,114.05
Ahmedabad,2017-12-22,62.74,5.95,99.05
Ahmedabad,2017-12-23,78.94,25.81,110.69
Ahmedabad,2017-12-24,101.08,19.89,127.91
Ahmedabad,2017-12-25,89.68,29.6,116.39
Ahmedabad,2017-12-26,79.33,15.17,85.87
Ahmedabad,2017-12-27,89.06,26.95,111.43
Ahmedabad,2017-12-28,101.35,43.47,113.39
Ahmedabad,2017-12-29,93.2,30.55,112.46
Ahmedabad,2017-12-30,92.12,14.9,113.34
Ahmedabad,2017-12-31,74.68,6.85,115.41
Ahmedabad,2018-01-01,87.62,7.58,102.36
Ahmedabad,2018-01-02,76.69,9.26,103.46
Ahmedabad,2018-01-03,69.32,13.87,70.3
Ahmedabad,2018-01-04,109.07,19.42,93.3
Ahmedabad,2018-01-05,173.08,25.96,93.86
Ahmedabad,2018-01-06,146.8,31.55,113.82
Ahmedabad,2018-01-07,137.62,23.19,107.58
Ahmedabad,2018-01-08,135.66,8.91,101.93
Ahmedabad,2018-01-09,92.57,5.86,89.53
Ahmedabad,2018-01-10,133.53,16.31,103.2
Ahmedabad,2018-01-11,137.16,44.57,92.55
Ahmedabad,2018-01-12,150.93,30.4,95.48
Ahmedabad,2018-01-13,150.48,20.58,106.65
Ahmedabad,2018-01-14,132.63,22.69,86.78
Ahmedabad,2018-01-15,114.26,14.34,83.85
Ahmedabad,2018-01-16,163.43,44.01,127.99
Ahmedabad,2018-01-17,132.69,29.54,119.07
Ahmedabad,2018-01-18,127.3,32.42,100.99
Ahmedabad,2018-01-19,169.17,65.07,128.78
Ahmedabad,2018-01-20,164.88,52.45,100.85
Ahmedabad,2018-01-21,273.39,30.7,113.34
Ahmedabad,2018-01-22,141.29,9.92,124.11
Ahmedabad,2018-01-23,86.96,29.44,91.67
Ahmedabad,2018-01-24,123.1,52.63,100.55
Ahmedabad,2018-01-25,160.65,89.57,124.43
Ahmedabad,2018-01-26,173.52,52.92,96.19
Ahmedabad,2018-01-27,145.55,15.17,137.02
Ahmedabad,2018-01-28,122.51,35.38,156.59
Ahmedabad,2018-01-29,189.67,65.27,125.54
Ahmedabad,2018-01-30,203.41,83.78,147.58
Ahmedabad,2018-01-31,166.11,42.54,151.92
Ahmedabad,2018-02-01,178.13,94,168.44
Ahmedabad,2018-02-02,155.73,15.14,106.29
Ahmedabad,2018-02-03,201.59,73.16,146.13
Ahmedabad,2018-02-04,201.17,71.48,146.25
Ahmedabad,2018-02-05,186.16,49.85,142.83
Ahmedabad,2018-02-06,153.96,25.46,121.22
Ahmedabad,2018-02-07,156.18,27.03,121.57
Ahmedabad,2018-02-08,140.78,48.11,97.56
Ahmedabad,2018-02-09,173.67,108.99,125.46
Ahmedabad,2018-02-10,172.84,124.01,120.94
Ahmedabad,2018-02-11,99.65,20.33,151.24
Ahmedabad,2018-02-12,130.93,28.93,110.86
Ahmedabad,2018-02-13,117.16,10.31,104.81
Ahmedabad,2018-02-14,104.31,6.17,59.29
Ahmedabad,2018-02-15,106.89,32.36,84.2
Ahmedabad,2018-02-16,176.38,36.67,124.9
Ahmedabad,2018-02-17,180.34,47.49,130.27
Ahmedabad,2018-02-18,177.19,108.73,133.39
Ahmedabad,2018-02-19,199.17,132.47,
Ahmedabad,2018-02-20,159.18,74.41,122.06
Ahmedabad,2018-02-21,164.78,66.96,123.47
Ahmedabad,2018-02-22,135.71,92.86,108.4
Ahmedabad,2018-02-23,141.97,134.85,127.68
Ahmedabad,2018-02-24,,,
Ahmedabad,2018-02-25,125.35,27.81,91.52
Ahmedabad,2018-02-26,135.69,30.05,123.83
Ahmedabad,2018-02-27,152.62,35.02,124.25
Ahmedabad,2018-02-28,177.23,18.78,124.95
Ahmedabad,2018-03-01,116.22,8.51,167.13
Ahmedabad,2018-03-02,105.31,4.52,171.32
Ahmedabad,2018-03-03,104.44,13.79,109.4
Ahmedabad,2018-03-04,78.27,25.68,71.59
Ahmedabad,2018-03-05,114.5,22.14,97.02
Ahmedabad,2018-03-06,128.12,52.23,99.65
Ahmedabad,2018-03-07,121.56,10.58,81.19
Ahmedabad,2018-03-08,147.44,46.93,82.23
Ahmedabad,2018-03-09,119.71,41.3,94.48
Ahmedabad,2018-03-10,131.09,52.37,82.54
Ahmedabad,2018-03-11,118.96,31.48,98.31
Ahmedabad,2018-03-12,136.64,51.41,101.89
Ahmedabad,2018-03-13,101.27,70.03,82.76
Ahmedabad,2018-03-14,91.61,17.12,72.88
Ahmedabad,2018-03-15,77.57,37.72,59.98
Ahmedabad,2018-03-16,83.56,80.75,45.11
Ahmedabad,2018-03-17,112.13,54.16,93.54
Ahmedabad,2018-03-18,140.86,45.17,118.35
Ahmedabad,2018-03-19,87.62,17.14,56.14
Ahmedabad,2018-03-20,97.06,14.93,51.32
Ahmedabad,2018-03-21,81.15,15.35,57.4
Ahmedabad,2018-03-22,92.44,9.58,37.78
Ahmedabad,2018-03-23,152.23,30.04,75.71
Ahmedabad,2018-03-24,142.95,39.51,72.1
Ahmedabad,2018-03-25,132.61,30.62,99.72
Ahmedabad,2018-03-26,147.48,42.25,119.98
Ahmedabad,2018-03-27,156.21,63.29,118.43
Ahmedabad,2018-03-28,93.81,13.28,116.67
Ahmedabad,2018-03-29,148.06,61.15,103.12
Ahmedabad,2018-03-30,101.12,51.8,111.55
Ahmedabad,2018-03-31,93.59,14.95,119.43
Ahmedabad,2018-04-01,126.32,44.37,118.21
Ahmedabad,2018-04-02,98.54,22.81,117.34
Ahmedabad,2018-04-03,70.57,10.93,106.94
Ahmedabad,2018-04-04,68.69,21.11,67.09
Ahmedabad,2018-04-05,69.08,40.3,19.21
Ahmedabad,2018-04-06,64.6,5.88,74.09
Ahmedabad,2018-04-07,81.38,15.24,73.62
Ahmedabad,2018-04-08,65.53,19.45,49.95
Ahmedabad,2018-04-09,58.27,20.11,51.53
Ahmedabad,2018-04-10,67.31,30.88,82.97
Ahmedabad,2018-04-11,61.82,18.14,77.85
Ahmedabad,2018-04-12,60.84,16.35,82.34
Ahmedabad,2018-04-13,72.51,22.52,65.42
Ahmedabad,2018-04-14,60.36,26.61,3.3
Ahmedabad,2018-04-15,61.41,23.17,3.3
Ahmedabad,2018-04-16,62.95,29.4,3.3
Ahmedabad,2018-04-17,58.22,31.91,18.91
Ahmedabad,2018-04-18,47.34,48.77,22.65
Ahmedabad,2018-04-19,44.61,12.2,94.03
Ahmedabad,2018-04-20,35.8,7.93,63.28
Ahmedabad,2018-04-21,31.24,4.96,16.31
Ahmedabad,2018-04-22,71.56,20.3,51.41
Ahmedabad,2018-04-23,86.03,25.34,15.96
Ahmedabad,2018-04-24,77.68,47.44,26.01
Ahmedabad,2018-04-25,36.29,42.76,22.99
Ahmedabad,2018-04-26,51.25,9.84,48.6
Ahmedabad,2018-04-27,48.95,25.37,40.55
Ahmedabad,2018-04-28,42.83,10.39,42.89
Ahmedabad,2018-04-29,32.39,7.15,30.7
Ahmedabad,2018-04-30,37.01,16.93,51.64
Ahmedabad,2018-05-01,28.22,13.88,69.46
Ahmedabad,2018-05-02,30.48,10.7,51.35
Ahmedabad,2018-05-03,35.33,14.21,82.15
Ahmedabad,2018-05-04,27.69,8.66,36.92
Ahmedabad,2018-05-05,33.93,15.63,57.46
Ahmedabad,2018-05-06,36.07,13.95,87.14
Ahmedabad,2018-05-07,28.36,7.56,54.07
Ahmedabad,2018-05-08,28.6,9.59,53.54
Ahmedabad,2018-05-09,28.9,10.25,65.8
Ahmedabad,2018-05-10,29.72,26.72,61.44
Ahmedabad,2018-05-11,33.82,8.33,96.8
Ahmedabad,2018-05-12,32.12,7.28,74.84
Ahmedabad,2018-05-13,28.17,13.86,80.78
Ahmedabad,2018-05-14,30.74,8.51,88.3
Ahmedabad,2018-05-15,27.6,7.07,59.55
Ahmedabad,2018-05-16,28.48,9.88,73.73
Ahmedabad,2018-05-17,30.28,6.91,56.45
Ahmedabad,2018-05-18,31.77,6.67,86.73
